GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7W001,H7W002,H7W003,H7W004,H7W005,H7W006
"G4900130","2010","4","8","Utah","49","Duchesne County","013",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Duchesne County",,18607,5915,0,5915,12692,0
"G4900150","2010","4","8","Utah","49","Emery County","015",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Emery County",,10976,2893,0,2893,8083,0
"G4900170","2010","4","8","Utah","49","Garfield County","017",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Garfield County",,5172,0,0,0,5172,0
"G4900190","2010","4","8","Utah","49","Grand County","019",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Grand County",,9225,6883,0,6883,2342,0
"G4900210","2010","4","8","Utah","49","Iron County","021",,,,,,,,,,,,,,"16260","99999","999",,,,,,,,,,,,,,"Iron County",,46163,35751,0,35751,10412,0
"G4900230","2010","4","8","Utah","49","Juab County","023",,,,,,,,,,,,,,"39340","99999","999",,,,,,,,,,,,,,"Juab County",,10246,5792,0,5792,4454,0
"G4900250","2010","4","8","Utah","49","Kane County","025",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Kane County",,7125,3212,0,3212,3913,0
"G4900270","2010","4","8","Utah","49","Millard County","027",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Millard County",,12503,3258,0,3258,9245,0
"G4900290","2010","4","8","Utah","49","Morgan County","029",,,,,,,,,,,,,,"36260","99999","482",,,,,,,,,,,,,,"Morgan County",,9469,3518,0,3518,5951,0
"G4900310","2010","4","8","Utah","49","Piute County","031",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Piute County",,1556,0,0,0,1556,0
"G4900330","2010","4","8","Utah","49","Rich County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Rich County",,2264,0,0,0,2264,0
"G4900350","2010","4","8","Utah","49","Salt Lake County","035",,,,,,,,,,,,,,"41620","99999","482",,,,,,,,,,,,,,"Salt Lake County",,1029655,1020354,1020354,0,9301,0
"G4900370","2010","4","8","Utah","49","San Juan County","037",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"San Juan County",,14746,3264,0,3264,11482,0
"G4900390","2010","4","8","Utah","49","Sanpete County","039",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sanpete County",,27822,16435,0,16435,11387,0
"G4900410","2010","4","8","Utah","49","Sevier County","041",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sevier County",,20802,7340,0,7340,13462,0
"G4900430","2010","4","8","Utah","49","Summit County","043",,,,,,,,,,,,,,"41620","99999","482",,,,,,,,,,,,,,"Summit County",,36324,22085,0,22085,14239,0
"G4900450","2010","4","8","Utah","49","Tooele County","045",,,,,,,,,,,,,,"41620","99999","482",,,,,,,,,,,,,,"Tooele County",,58218,47913,0,47913,10305,0
"G4900470","2010","4","8","Utah","49","Uintah County","047",,,,,,,,,,,,,,"46860","99999","999",,,,,,,,,,,,,,"Uintah County",,32588,17321,0,17321,15267,0
"G4900490","2010","4","8","Utah","49","Utah County","049",,,,,,,,,,,,,,"39340","99999","999",,,,,,,,,,,,,,"Utah County",,516564,499378,483708,15670,17186,0
"G4900510","2010","4","8","Utah","49","Wasatch County","051",,,,,,,,,,,,,,"25720","99999","482",,,,,,,,,,,,,,"Wasatch County",,23530,17212,0,17212,6318,0
"G4900530","2010","4","8","Utah","49","Washington County","053",,,,,,,,,,,,,,"41100","99999","999",,,,,,,,,,,,,,"Washington County",,138115,117103,98370,18733,21012,0
"G4900550","2010","4","8","Utah","49","Wayne County","055",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wayne County",,2778,0,0,0,2778,0
"G4900570","2010","4","8","Utah","49","Weber County","057",,,,,,,,,,,,,,"36260","99999","482",,,,,,,,,,,,,,"Weber County",,231236,217822,217822,0,13414,0
"G5000010","2010","1","1","Vermont","50","Addison County","001",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Addison County",,36821,7942,0,7942,28879,0
"G5000030","2010","1","1","Vermont","50","Bennington County","003",,,,,,,,,,,,,,"13540","99999","999",,,,,,,,,,,,,,"Bennington County",,37125,13175,0,13175,23950,0
"G5000050","2010","1","1","Vermont","50","Caledonia County","005",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Caledonia County",,31227,7997,0,7997,23230,0
"G5000070","2010","1","1","Vermont","50","Chittenden County","007",,,,,,,,,,,,,,"15540","99999","999",,,,,,,,,,,,,,"Chittenden County",,156545,115865,108740,7125,40680,0
"G5000090","2010","1","1","Vermont","50","Essex County","009",,,,,,,,,,,,,,"13620","99999","999",,,,,,,,,,,,,,"Essex County",,6306,0,0,0,6306,0
"G5000110","2010","1","1","Vermont","50","Franklin County","011",,,,,,,,,,,,,,"15540","99999","999",,,,,,,,,,,,,,"Franklin County",,47746,13505,0,13505,34241,0
"G5000130","2010","1","1","Vermont","50","Grand Isle County","013",,,,,,,,,,,,,,"15540","99999","999",,,,,,,,,,,,,,"Grand Isle County",,6970,0,0,0,6970,0
"G5000150","2010","1","1","Vermont","50","Lamoille County","015",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lamoille County",,24475,0,0,0,24475,0
"G5000170","2010","1","1","Vermont","50","Orange County","017",,,,,,,,,,,,,,"30100","99999","180",,,,,,,,,,,,,,"Orange County",,28936,799,0,799,28137,0
"G5000190","2010","1","1","Vermont","50","Orleans County","019",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Orleans County",,27231,4004,0,4004,23227,0
"G5000210","2010","1","1","Vermont","50","Rutland County","021",,,,,,,,,,,,,,"40860","99999","999",,,,,,,,,,,,,,"Rutland County",,61642,24032,0,24032,37610,0
"G5000230","2010","1","1","Vermont","50","Washington County","023",,,,,,,,,,,,,,"12740","99999","999",,,,,,,,,,,,,,"Washington County",,59534,28097,0,28097,31437,0
"G5000250","2010","1","1","Vermont","50","Windham County","025",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Windham County",,44513,14135,0,14135,30378,0
"G5000270","2010","1","1","Vermont","50","Windsor County","027",,,,,,,,,,,,,,"30100","99999","180",,,,,,,,,,,,,,"Windsor County",,56670,13834,0,13834,42836,0
"G5100010","2010","3","5","Virginia","51","Accomack County","001",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Accomack County",,33164,0,0,0,33164,0
"G5100030","2010","3","5","Virginia","51","Albemarle County","003",,,,,,,,,,,,,,"16820","99999","999",,,,,,,,,,,,,,"Albemarle County",,98970,54411,48884,5527,44559,0
"G5100050","2010","3","5","Virginia","51","Alleghany County","005",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Alleghany County",,16250,7736,0,7736,8514,0
"G5100070","2010","3","5","Virginia","51","Amelia County","007",,,,,,,,,,,,,,"40060","99999","999",,,,,,,,,,,,,,"Amelia County",,12690,0,0,0,12690,0
"G5100090","2010","3","5","Virginia","51","Amherst County","009",,,,,,,,,,,,,,"31340","99999","999",,,,,,,,,,,,,,"Amherst County",,32353,11756,11756,0,20597,0
"G5100110","2010","3","5","Virginia","51","Appomattox County","011",,,,,,,,,,,,,,"31340","99999","999",,,,,,,,,,,,,,"Appomattox County",,14973,0,0,0,14973,0
"G5100130","2010","3","5","Virginia","51","Arlington County","013",,,,,,,,,,,,,,"47900","47894","548",,,,,,,,,,,,,,"Arlington County",,207627,207627,207627,0,0,0
"G5100150","2010","3","5","Virginia","51","Augusta County","015",,,,,,,,,,,,,,"44420","99999","999",,,,,,,,,,,,,,"Augusta County",,73750,24752,13267,11485,48998,0
"G5100170","2010","3","5","Virginia","51","Bath County","017",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bath County",,4731,0,0,0,4731,0
"G5100190","2010","3","5","Virginia","51","Bedford County","019",,,,,,,,,,,,,,"31340","99999","999",,,,,,,,,,,,,,"Bedford County",,68676,14812,14077,735,53864,0
"G5100210","2010","3","5","Virginia","51","Bland County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bland County",,6824,0,0,0,6824,0
"G5100230","2010","3","5","Virginia","51","Botetourt County","023",,,,,,,,,,,,,,"40220","99999","999",,,,,,,,,,,,,,"Botetourt County",,33148,11901,11857,44,21247,0
"G5100250","2010","3","5","Virginia","51","Brunswick County","025",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Brunswick County",,17434,4270,0,4270,13164,0
"G5100270","2010","3","5","Virginia","51","Buchanan County","027",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Buchanan County",,24098,0,0,0,24098,0
"G5100290","2010","3","5","Virginia","51","Buckingham County","029",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Buckingham County",,17146,0,0,0,17146,0
"G5100310","2010","3","5","Virginia","51","Campbell County","031",,,,,,,,,,,,,,"31340","99999","999",,,,,,,,,,,,,,"Campbell County",,54842,21326,17747,3579,33516,0
"G5100330","2010","3","5","Virginia","51","Caroline County","033",,,,,,,,,,,,,,"40060","99999","999",,,,,,,,,,,,,,"Caroline County",,28545,6165,0,6165,22380,0
"G5100350","2010","3","5","Virginia","51","Carroll County","035",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Carroll County",,30042,858,0,858,29184,0
"G5100360","2010","3","5","Virginia","51","Charles City County","036",,,,,,,,,,,,,,"40060","99999","999",,,,,,,,,,,,,,"Charles City County",,7256,0,0,0,7256,0
"G5100370","2010","3","5","Virginia","51","Charlotte County","037",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Charlotte County",,12586,0,0,0,12586,0
"G5100410","2010","3","5","Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,"40060","99999","999",,,,,,,,,,,,,,"Chesterfield County",,316236,297487,297487,0,18749,0
"G5100430","2010","3","5","Virginia","51","Clarke County","043",,,,,,,,,,,,,,"47900","47894","548",,,,,,,,,,,,,,"Clarke County",,14034,4277,0,4277,9757,0
"G5100450","2010","3","5","Virginia","51","Craig County","045",,,,,,,,,,,,,,"40220","99999","999",,,,,,,,,,,,,,"Craig County",,5190,0,0,0,5190,0
"G5100470","2010","3","5","Virginia","51","Culpeper County","047",,,,,,,,,,,,,,"19020","99999","548",,,,,,,,,,,,,,"Culpeper County",,46689,17778,0,17778,28911,0
"G5100490","2010","3","5","Virginia","51","Cumberland County","049",,,,,,,,,,,,,,"40060","99999","999",,,,,,,,,,,,,,"Cumberland County",,10052,402,0,402,9650,0
"G5100510","2010","3","5","Virginia","51","Dickenson County","051",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dickenson County",,15903,0,0,0,15903,0
"G5100530","2010","3","5","Virginia","51","Dinwiddie County","053",,,,,,,,,,,,,,"40060","99999","999",,,,,,,,,,,,,,"Dinwiddie County",,28001,8062,8062,0,19939,0
"G5100570","2010","3","5","Virginia","51","Essex County","057",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Essex County",,11151,2534,0,2534,8617,0
"G5100590","2010","3","5","Virginia","51","Fairfax County","059",,,,,,,,,,,,,,"47900","47894","548",,,,,,,,,,,,,,"Fairfax County",,1081726,1066647,1066647,0,15079,0
"G5100610","2010","3","5","Virginia","51","Fauquier County","061",,,,,,,,,,,,,,"47900","47894","548",,,,,,,,,,,,,,"Fauquier County",,65203,27714,21089,6625,37489,0
"G5100630","2010","3","5","Virginia","51","Floyd County","063",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Floyd County",,15279,0,0,0,15279,0
"G5100650","2010","3","5","Virginia","51","Fluvanna County","065",,,,,,,,,,,,,,"16820","99999","999",,,,,,,,,,,,,,"Fluvanna County",,25691,9528,0,9528,16163,0
"G5100670","2010","3","5","Virginia","51","Franklin County","067",,,,,,,,,,,,,,"40220","99999","999",,,,,,,,,,,,,,"Franklin County",,56159,6048,0,6048,50111,0
"G5100690","2010","3","5","Virginia","51","Frederick County","069",,,,,,,,,,,,,,"49020","99999","548",,,,,,,,,,,,,,"Frederick County",,78305,43246,43246,0,35059,0
"G5100710","2010","3","5","Virginia","51","Giles County","071",,,,,,,,,,,,,,"13980","99999","999",,,,,,,,,,,,,,"Giles County",,17286,5828,0,5828,11458,0
"G5100730","2010","3","5","Virginia","51","Gloucester County","073",,,,,,,,,,,,,,"47260","99999","999",,,,,,,,,,,,,,"Gloucester County",,36858,13038,8861,4177,23820,0
"G5100750","2010","3","5","Virginia","51","Goochland County","075",,,,,,,,,,,,,,"40060","99999","999",,,,,,,,,,,,,,"Goochland County",,21717,653,653,0,21064,0
"G5100770","2010","3","5","Virginia","51","Grayson County","077",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Grayson County",,15533,19,0,19,15514,0
"G5100790","2010","3","5","Virginia","51","Greene County","079",,,,,,,,,,,,,,"16820","99999","999",,,,,,,,,,,,,,"Greene County",,18403,8973,0,8973,9430,0
"G5100810","2010","3","5","Virginia","51","Greensville County","081",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Greensville County",,12243,1590,0,1590,10653,0
"G5100830","2010","3","5","Virginia","51","Halifax County","083",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Halifax County",,36241,8306,0,8306,27935,0
"G5100850","2010","3","5","Virginia","51","Hanover County","085",,,,,,,,,,,,,,"40060","99999","999",,,,,,,,,,,,,,"Hanover County",,99863,60831,60831,0,39032,0
"G5100870","2010","3","5","Virginia","51","Henrico County","087",,,,,,,,,,,,,,"40060","99999","999",,,,,,,,,,,,,,"Henrico County",,306935,293832,293832,0,13103,0
"G5100890","2010","3","5","Virginia","51","Henry County","089",,,,,,,,,,,,,,"32300","99999","999",,,,,,,,,,,,,,"Henry County",,54151,21270,0,21270,32881,0
"G5100910","2010","3","5","Virginia","51","Highland County","091",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Highland County",,2321,0,0,0,2321,0
"G5100930","2010","3","5","Virginia","51","Isle of Wight County","093",,,,,,,,,,,,,,"47260","99999","999",,,,,,,,,,,,,,"Isle of Wight County",,35270,15030,4287,10743,20240,0
"G5100950","2010","3","5","Virginia","51","James City County","095",,,,,,,,,,,,,,"47260","99999","999",,,,,,,,,,,,,,"James City County",,67009,56387,56387,0,10622,0
"G5100970","2010","3","5","Virginia","51","King and Queen County","097",,,,,,,,,,,,,,"40060","99999","999",,,,,,,,,,,,,,"King and Queen County",,6945,0,0,0,6945,0
"G5100990","2010","3","5","Virginia","51","King George County","099",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"King George County",,23584,6323,0,6323,17261,0
"G5101010","2010","3","5","Virginia","51","King William County","101",,,,,,,,,,,,,,"40060","99999","999",,,,,,,,,,,,,,"King William County",,15935,2675,0,2675,13260,0
"G5101030","2010","3","5","Virginia","51","Lancaster County","103",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lancaster County",,11391,0,0,0,11391,0
"G5101050","2010","3","5","Virginia","51","Lee County","105",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lee County",,25587,112,0,112,25475,0
"G5101070","2010","3","5","Virginia","51","Loudoun County","107",,,,,,,,,,,,,,"47900","47894","548",,,,,,,,,,,,,,"Loudoun County",,312311,272957,259231,13726,39354,0
"G5101090","2010","3","5","Virginia","51","Louisa County","109",,,,,,,,,,,,,,"40060","99999","999",,,,,,,,,,,,,,"Louisa County",,33153,0,0,0,33153,0
"G5101110","2010","3","5","Virginia","51","Lunenburg County","111",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lunenburg County",,12914,0,0,0,12914,0
"G5101130","2010","3","5","Virginia","51","Madison County","113",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Madison County",,13308,0,0,0,13308,0
"G5101150","2010","3","5","Virginia","51","Mathews County","115",,,,,,,,,,,,,,"47260","99999","999",,,,,,,,,,,,,,"Mathews County",,8978,0,0,0,8978,0
"G5101170","2010","3","5","Virginia","51","Mecklenburg County","117",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mecklenburg County",,32727,7262,0,7262,25465,0
"G5101190","2010","3","5","Virginia","51","Middlesex County","119",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Middlesex County",,10959,0,0,0,10959,0
"G5101210","2010","3","5","Virginia","51","Montgomery County","121",,,,,,,,,,,,,,"13980","99999","999",,,,,,,,,,,,,,"Montgomery County",,94392,70864,70864,0,23528,0
"G5101250","2010","3","5","Virginia","51","Nelson County","125",,,,,,,,,,,,,,"16820","99999","999",,,,,,,,,,,,,,"Nelson County",,15020,0,0,0,15020,0
"G5101270","2010","3","5","Virginia","51","New Kent County","127",,,,,,,,,,,,,,"40060","99999","999",,,,,,,,,,,,,,"New Kent County",,18429,0,0,0,18429,0
"G5101310","2010","3","5","Virginia","51","Northampton County","131",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Northampton County",,12389,0,0,0,12389,0
"G5101330","2010","3","5","Virginia","51","Northumberland County","133",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Northumberland County",,12330,0,0,0,12330,0
"G5101350","2010","3","5","Virginia","51","Nottoway County","135",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Nottoway County",,15853,7555,0,7555,8298,0
"G5101370","2010","3","5","Virginia","51","Orange County","137",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Orange County",,33481,14136,0,14136,19345,0
"G5101390","2010","3","5","Virginia","51","Page County","139",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Page County",,24042,4770,0,4770,19272,0
"G5101410","2010","3","5","Virginia","51","Patrick County","141",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Patrick County",,18490,0,0,0,18490,0
"G5101430","2010","3","5","Virginia","51","Pittsylvania County","143",,,,,,,,,,,,,,"19260","99999","999",,,,,,,,,,,,,,"Pittsylvania County",,63506,9126,0,9126,54380,0
"G5101450","2010","3","5","Virginia","51","Powhatan County","145",,,,,,,,,,,,,,"40060","99999","999",,,,,,,,,,,,,,"Powhatan County",,28046,91,91,0,27955,0
"G5101470","2010","3","5","Virginia","51","Prince Edward County","147",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Prince Edward County",,23368,8597,0,8597,14771,0
"G5101490","2010","3","5","Virginia","51","Prince George County","149",,,,,,,,,,,,,,"40060","99999","999",,,,,,,,,,,,,,"Prince George County",,35725,16647,16647,0,19078,0
"G5101530","2010","3","5","Virginia","51","Prince William County","153",,,,,,,,,,,,,,"47900","47894","548",,,,,,,,,,,,,,"Prince William County",,402002,385254,385254,0,16748,0
"G5101550","2010","3","5","Virginia","51","Pulaski County","155",,,,,,,,,,,,,,"13980","99999","999",,,,,,,,,,,,,,"Pulaski County",,34872,18516,2450,16066,16356,0
"G5101570","2010","3","5","Virginia","51","Rappahannock County","157",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Rappahannock County",,7373,0,0,0,7373,0
"G5101590","2010","3","5","Virginia","51","Richmond County","159",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Richmond County",,9254,0,0,0,9254,0
"G5101610","2010","3","5","Virginia","51","Roanoke County","161",,,,,,,,,,,,,,"40220","99999","999",,,,,,,,,,,,,,"Roanoke County",,92376,75249,75249,0,17127,0
"G5101630","2010","3","5","Virginia","51","Rockbridge County","163",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Rockbridge County",,22307,1865,0,1865,20442,0
"G5101650","2010","3","5","Virginia","51","Rockingham County","165",,,,,,,,,,,,,,"25500","99999","999",,,,,,,,,,,,,,"Rockingham County",,76314,31035,17870,13165,45279,0
"G5101670","2010","3","5","Virginia","51","Russell County","167",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Russell County",,28897,3414,0,3414,25483,0
"G5101690","2010","3","5","Virginia","51","Scott County","169",,,,,,,,,,,,,,"28700","99999","304",,,,,,,,,,,,,,"Scott County",,23177,4143,4143,0,19034,0
"G5101710","2010","3","5","Virginia","51","Shenandoah County","171",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Shenandoah County",,41993,14032,0,14032,27961,0
"G5101730","2010","3","5","Virginia","51","Smyth County","173",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Smyth County",,32208,7960,0,7960,24248,0
"G5101750","2010","3","5","Virginia","51","Southampton County","175",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Southampton County",,18570,378,0,378,18192,0
"G5101770","2010","3","5","Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,"47900","47894","548",,,,,,,,,,,,,,"Spotsylvania County",,122397,82829,82829,0,39568,0
"G5101790","2010","3","5","Virginia","51","Stafford County","179",,,,,,,,,,,,,,"47900","47894","548",,,,,,,,,,,,,,"Stafford County",,128961,103485,103485,0,25476,0
"G5101810","2010","3","5","Virginia","51","Surry County","181",,,,,,,,,,,,,,"47260","99999","999",,,,,,,,,,,,,,"Surry County",,7058,0,0,0,7058,0
"G5101830","2010","3","5","Virginia","51","Sussex County","183",,,,,,,,,,,,,,"40060","99999","999",,,,,,,,,,,,,,"Sussex County",,12087,0,0,0,12087,0
"G5101850","2010","3","5","Virginia","51","Tazewell County","185",,,,,,,,,,,,,,"14140","99999","999",,,,,,,,,,,,,,"Tazewell County",,45078,21688,0,21688,23390,0
"G5101870","2010","3","5","Virginia","51","Warren County","187",,,,,,,,,,,,,,"47900","47894","548",,,,,,,,,,,,,,"Warren County",,37575,18634,0,18634,18941,0
"G5101910","2010","3","5","Virginia","51","Washington County","191",,,,,,,,,,,,,,"28700","99999","304",,,,,,,,,,,,,,"Washington County",,54876,15543,15543,0,39333,0
"G5101930","2010","3","5","Virginia","51","Westmoreland County","193",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Westmoreland County",,17454,3693,0,3693,13761,0
"G5101950","2010","3","5","Virginia","51","Wise County","195",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wise County",,41452,17961,0,17961,23491,0
"G5101970","2010","3","5","Virginia","51","Wythe County","197",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wythe County",,29235,7212,0,7212,22023,0
"G5101990","2010","3","5","Virginia","51","York County","199",,,,,,,,,,,,,,"47260","99999","999",,,,,,,,,,,,,,"York County",,65464,61471,61471,0,3993,0
"G5105100","2010","3","5","Virginia","51","Alexandria City","510",,,,,,,,,,,,,,"47900","47894","548",,,,,,,,,,,,,,"Alexandria city",,139966,139966,139966,0,0,0
"G5105150","2010","3","5","Virginia","51","Bedford City","515",,,,,,,,,,,,,,"31340","99999","999",,,,,,,,,,,,,,"Bedford city",,6222,6094,0,6094,128,0
"G5105200","2010","3","5","Virginia","51","Bristol City","520",,,,,,,,,,,,,,"28700","99999","304",,,,,,,,,,,,,,"Bristol city",,17835,17828,17828,0,7,0
"G5105300","2010","3","5","Virginia","51","Buena Vista City","530",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Buena Vista city",,6650,6391,0,6391,259,0
"G5105400","2010","3","5","Virginia","51","Charlottesville City","540",,,,,,,,,,,,,,"16820","99999","999",,,,,,,,,,,,,,"Charlottesville city",,43475,43475,43475,0,0,0
"G5105500","2010","3","5","Virginia","51","Chesapeake City","550",,,,,,,,,,,,,,"47260","99999","999",,,,,,,,,,,,,,"Chesapeake city",,222209,205261,205261,0,16948,0
"G5105700","2010","3","5","Virginia","51","Colonial Heights City","570",,,,,,,,,,,,,,"40060","99999","999",,,,,,,,,,,,,,"Colonial Heights city",,17411,17411,17411,0,0,0
"G5105800","2010","3","5","Virginia","51","Covington City","580",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Covington city",,5961,5961,0,5961,0,0
"G5105900","2010","3","5","Virginia","51","Danville City","590",,,,,,,,,,,,,,"19260","99999","999",,,,,,,,,,,,,,"Danville city",,43055,41111,0,41111,1944,0
"G5105950","2010","3","5","Virginia","51","Emporia City","595",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Emporia city",,5927,5553,0,5553,374,0
"G5106000","2010","3","5","Virginia","51","Fairfax City","600",,,,,,,,,,,,,,"47900","47894","548",,,,,,,,,,,,,,"Fairfax city",,22565,22565,22565,0,0,0
"G5106100","2010","3","5","Virginia","51","Falls Church City","610",,,,,,,,,,,,,,"47900","47894","548",,,,,,,,,,,,,,"Falls Church city",,12332,12332,12332,0,0,0
"G5106200","2010","3","5","Virginia","51","Franklin City","620",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Franklin city",,8582,8303,0,8303,279,0
"G5106300","2010","3","5","Virginia","51","Fredericksburg City","630",,,,,,,,,,,,,,"47900","47894","548",,,,,,,,,,,,,,"Fredericksburg city",,24286,24003,24003,0,283,0
"G5106400","2010","3","5","Virginia","51","Galax City","640",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Galax city",,7042,6076,0,6076,966,0
"G5106500","2010","3","5","Virginia","51","Hampton City","650",,,,,,,,,,,,,,"47260","99999","999",,,,,,,,,,,,,,"Hampton city",,137436,137094,137094,0,342,0
"G5106600","2010","3","5","Virginia","51","Harrisonburg City","660",,,,,,,,,,,,,,"25500","99999","999",,,,,,,,,,,,,,"Harrisonburg city",,48914,48914,48914,0,0,0
"G5106700","2010","3","5","Virginia","51","Hopewell City","670",,,,,,,,,,,,,,"40060","99999","999",,,,,,,,,,,,,,"Hopewell city",,22591,22591,22591,0,0,0
"G5106780","2010","3","5","Virginia","51","Lexington City","678",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lexington city",,7042,7042,0,7042,0,0
"G5106800","2010","3","5","Virginia","51","Lynchburg City","680",,,,,,,,,,,,,,"31340","99999","999",,,,,,,,,,,,,,"Lynchburg city",,75568,73534,73534,0,2034,0
"G5106830","2010","3","5","Virginia","51","Manassas City","683",,,,,,,,,,,,,,"47900","47894","548",,,,,,,,,,,,,,"Manassas city",,37821,37821,37821,0,0,0
"G5106850","2010","3","5","Virginia","51","Manassas Park City","685",,,,,,,,,,,,,,"47900","47894","548",,,,,,,,,,,,,,"Manassas Park city",,14273,14273,14273,0,0,0
"G5106900","2010","3","5","Virginia","51","Martinsville City","690",,,,,,,,,,,,,,"32300","99999","999",,,,,,,,,,,,,,"Martinsville city",,13821,13821,0,13821,0,0
"G5107000","2010","3","5","Virginia","51","Newport News City","700",,,,,,,,,,,,,,"47260","99999","999",,,,,,,,,,,,,,"Newport News city",,180719,180668,180668,0,51,0
"G5107100","2010","3","5","Virginia","51","Norfolk City","710",,,,,,,,,,,,,,"47260","99999","999",,,,,,,,,,,,,,"Norfolk city",,242803,242803,242803,0,0,0
"G5107200","2010","3","5","Virginia","51","Norton City","720",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Norton city",,3958,3856,0,3856,102,0
