GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7W001,H7W002,H7W003,H7W004,H7W005,H7W006
"G1801690","2010","2","3","Indiana","18","Wabash County","169",,,,,,,,,,,,,,"47340","99999","999",,,,,,,,,,,,,,"Wabash County",,32888,16449,0,16449,16439,0
"G1801710","2010","2","3","Indiana","18","Warren County","171",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Warren County",,8508,1948,0,1948,6560,0
"G1801730","2010","2","3","Indiana","18","Warrick County","173",,,,,,,,,,,,,,"21780","99999","999",,,,,,,,,,,,,,"Warrick County",,59689,42196,35938,6258,17493,0
"G1801750","2010","2","3","Indiana","18","Washington County","175",,,,,,,,,,,,,,"31140","99999","350",,,,,,,,,,,,,,"Washington County",,28262,6544,0,6544,21718,0
"G1801770","2010","2","3","Indiana","18","Wayne County","177",,,,,,,,,,,,,,"39980","99999","999",,,,,,,,,,,,,,"Wayne County",,68917,46140,0,46140,22777,0
"G1801790","2010","2","3","Indiana","18","Wells County","179",,,,,,,,,,,,,,"23060","99999","258",,,,,,,,,,,,,,"Wells County",,27636,13663,0,13663,13973,0
"G1801810","2010","2","3","Indiana","18","White County","181",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"White County",,24643,7894,0,7894,16749,0
"G1801830","2010","2","3","Indiana","18","Whitley County","183",,,,,,,,,,,,,,"23060","99999","258",,,,,,,,,,,,,,"Whitley County",,33292,9600,375,9225,23692,0
"G1900010","2010","2","4","Iowa","19","Adair County","001",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Adair County",,7682,0,0,0,7682,0
"G1900030","2010","2","4","Iowa","19","Adams County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Adams County",,4029,0,0,0,4029,0
"G1900050","2010","2","4","Iowa","19","Allamakee County","005",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Allamakee County",,14330,3731,0,3731,10599,0
"G1900070","2010","2","4","Iowa","19","Appanoose County","007",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Appanoose County",,12887,5380,0,5380,7507,0
"G1900090","2010","2","4","Iowa","19","Audubon County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Audubon County",,6119,0,0,0,6119,0
"G1900110","2010","2","4","Iowa","19","Benton County","011",,,,,,,,,,,,,,"16300","99999","999",,,,,,,,,,,,,,"Benton County",,26076,5044,0,5044,21032,0
"G1900130","2010","2","4","Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,"47940","99999","999",,,,,,,,,,,,,,"Black Hawk County",,131090,113418,113418,0,17672,0
"G1900150","2010","2","4","Iowa","19","Boone County","015",,,,,,,,,,,,,,"14340","99999","112",,,,,,,,,,,,,,"Boone County",,26306,12986,193,12793,13320,0
"G1900170","2010","2","4","Iowa","19","Bremer County","017",,,,,,,,,,,,,,"47940","99999","999",,,,,,,,,,,,,,"Bremer County",,24276,8621,0,8621,15655,0
"G1900190","2010","2","4","Iowa","19","Buchanan County","019",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Buchanan County",,20958,6594,0,6594,14364,0
"G1900210","2010","2","4","Iowa","19","Buena Vista County","021",,,,,,,,,,,,,,"44740","99999","999",,,,,,,,,,,,,,"Buena Vista County",,20260,11364,0,11364,8896,0
"G1900230","2010","2","4","Iowa","19","Butler County","023",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Butler County",,14867,0,0,0,14867,0
"G1900250","2010","2","4","Iowa","19","Calhoun County","025",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Calhoun County",,9670,0,0,0,9670,0
"G1900270","2010","2","4","Iowa","19","Carroll County","027",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Carroll County",,20816,9984,0,9984,10832,0
"G1900290","2010","2","4","Iowa","19","Cass County","029",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cass County",,13956,6471,0,6471,7485,0
"G1900310","2010","2","4","Iowa","19","Cedar County","031",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cedar County",,18499,3067,0,3067,15432,0
"G1900330","2010","2","4","Iowa","19","Cerro Gordo County","033",,,,,,,,,,,,,,"32380","99999","999",,,,,,,,,,,,,,"Cerro Gordo County",,44151,35059,0,35059,9092,0
"G1900350","2010","2","4","Iowa","19","Cherokee County","035",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cherokee County",,12072,4662,0,4662,7410,0
"G1900370","2010","2","4","Iowa","19","Chickasaw County","037",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Chickasaw County",,12439,3292,0,3292,9147,0
"G1900390","2010","2","4","Iowa","19","Clarke County","039",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Clarke County",,9286,4819,0,4819,4467,0
"G1900410","2010","2","4","Iowa","19","Clay County","041",,,,,,,,,,,,,,"43980","99999","999",,,,,,,,,,,,,,"Clay County",,16667,10952,0,10952,5715,0
"G1900430","2010","2","4","Iowa","19","Clayton County","043",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Clayton County",,18129,617,0,617,17512,0
"G1900450","2010","2","4","Iowa","19","Clinton County","045",,,,,,,,,,,,,,"17540","99999","999",,,,,,,,,,,,,,"Clinton County",,49116,33284,0,33284,15832,0
"G1900470","2010","2","4","Iowa","19","Crawford County","047",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Crawford County",,17096,8240,0,8240,8856,0
"G1900490","2010","2","4","Iowa","19","Dallas County","049",,,,,,,,,,,,,,"19780","99999","218",,,,,,,,,,,,,,"Dallas County",,66135,45907,35109,10798,20228,0
"G1900510","2010","2","4","Iowa","19","Davis County","051",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Davis County",,8753,0,0,0,8753,0
"G1900530","2010","2","4","Iowa","19","Decatur County","053",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Decatur County",,8457,0,0,0,8457,0
"G1900550","2010","2","4","Iowa","19","Delaware County","055",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Delaware County",,17764,5068,0,5068,12696,0
"G1900570","2010","2","4","Iowa","19","Des Moines County","057",,,,,,,,,,,,,,"15460","99999","999",,,,,,,,,,,,,,"Des Moines County",,40325,29544,0,29544,10781,0
"G1900590","2010","2","4","Iowa","19","Dickinson County","059",,,,,,,,,,,,,,"44020","99999","999",,,,,,,,,,,,,,"Dickinson County",,16667,10826,0,10826,5841,0
"G1900610","2010","2","4","Iowa","19","Dubuque County","061",,,,,,,,,,,,,,"20220","99999","999",,,,,,,,,,,,,,"Dubuque County",,93653,68351,64767,3584,25302,0
"G1900630","2010","2","4","Iowa","19","Emmet County","063",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Emmet County",,10302,6192,0,6192,4110,0
"G1900650","2010","2","4","Iowa","19","Fayette County","065",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Fayette County",,20880,6143,0,6143,14737,0
"G1900670","2010","2","4","Iowa","19","Floyd County","067",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Floyd County",,16303,7706,0,7706,8597,0
"G1900690","2010","2","4","Iowa","19","Franklin County","069",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Franklin County",,10680,4246,0,4246,6434,0
"G1900710","2010","2","4","Iowa","19","Fremont County","071",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Fremont County",,7441,0,0,0,7441,0
"G1900730","2010","2","4","Iowa","19","Greene County","073",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Greene County",,9336,3906,0,3906,5430,0
"G1900750","2010","2","4","Iowa","19","Grundy County","075",,,,,,,,,,,,,,"47940","99999","999",,,,,,,,,,,,,,"Grundy County",,12453,0,0,0,12453,0
"G1900770","2010","2","4","Iowa","19","Guthrie County","077",,,,,,,,,,,,,,"19780","99999","218",,,,,,,,,,,,,,"Guthrie County",,10954,0,0,0,10954,0
"G1900790","2010","2","4","Iowa","19","Hamilton County","079",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hamilton County",,15673,7761,0,7761,7912,0
"G1900810","2010","2","4","Iowa","19","Hancock County","081",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hancock County",,11341,3400,0,3400,7941,0
"G1900830","2010","2","4","Iowa","19","Hardin County","083",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hardin County",,17534,5070,0,5070,12464,0
"G1900850","2010","2","4","Iowa","19","Harrison County","085",,,,,,,,,,,,,,"36540","99999","420",,,,,,,,,,,,,,"Harrison County",,14928,2819,0,2819,12109,0
"G1900870","2010","2","4","Iowa","19","Henry County","087",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Henry County",,20145,8636,0,8636,11509,0
"G1900890","2010","2","4","Iowa","19","Howard County","089",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Howard County",,9566,3540,0,3540,6026,0
"G1900910","2010","2","4","Iowa","19","Humboldt County","091",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Humboldt County",,9815,5243,0,5243,4572,0
"G1900930","2010","2","4","Iowa","19","Ida County","093",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Ida County",,7089,0,0,0,7089,0
"G1900950","2010","2","4","Iowa","19","Iowa County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Iowa County",,16355,2914,0,2914,13441,0
"G1900970","2010","2","4","Iowa","19","Jackson County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jackson County",,19848,9275,0,9275,10573,0
"G1900990","2010","2","4","Iowa","19","Jasper County","099",,,,,,,,,,,,,,"35500","99999","218",,,,,,,,,,,,,,"Jasper County",,36842,15655,0,15655,21187,0
"G1901010","2010","2","4","Iowa","19","Jefferson County","101",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jefferson County",,16843,10320,0,10320,6523,0
"G1901030","2010","2","4","Iowa","19","Johnson County","103",,,,,,,,,,,,,,"26980","99999","999",,,,,,,,,,,,,,"Johnson County",,130882,106621,106621,0,24261,0
"G1901050","2010","2","4","Iowa","19","Jones County","105",,,,,,,,,,,,,,"16300","99999","999",,,,,,,,,,,,,,"Jones County",,20638,8677,0,8677,11961,0
"G1901070","2010","2","4","Iowa","19","Keokuk County","107",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Keokuk County",,10511,0,0,0,10511,0
"G1901090","2010","2","4","Iowa","19","Kossuth County","109",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Kossuth County",,15543,5340,0,5340,10203,0
"G1901110","2010","2","4","Iowa","19","Lee County","111",,,,,,,,,,,,,,"22800","99999","999",,,,,,,,,,,,,,"Lee County",,35862,21296,0,21296,14566,0
"G1901130","2010","2","4","Iowa","19","Linn County","113",,,,,,,,,,,,,,"16300","99999","999",,,,,,,,,,,,,,"Linn County",,211226,184299,177844,6455,26927,0
"G1901150","2010","2","4","Iowa","19","Louisa County","115",,,,,,,,,,,,,,"34700","99999","999",,,,,,,,,,,,,,"Louisa County",,11387,0,0,0,11387,0
"G1901170","2010","2","4","Iowa","19","Lucas County","117",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lucas County",,8898,3893,0,3893,5005,0
"G1901190","2010","2","4","Iowa","19","Lyon County","119",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lyon County",,11581,0,0,0,11581,0
"G1901210","2010","2","4","Iowa","19","Madison County","121",,,,,,,,,,,,,,"19780","99999","218",,,,,,,,,,,,,,"Madison County",,15679,5043,0,5043,10636,0
"G1901230","2010","2","4","Iowa","19","Mahaska County","123",,,,,,,,,,,,,,"36820","99999","999",,,,,,,,,,,,,,"Mahaska County",,22381,12545,0,12545,9836,0
"G1901250","2010","2","4","Iowa","19","Marion County","125",,,,,,,,,,,,,,"37800","99999","218",,,,,,,,,,,,,,"Marion County",,33309,17091,0,17091,16218,0
"G1901270","2010","2","4","Iowa","19","Marshall County","127",,,,,,,,,,,,,,"32260","99999","999",,,,,,,,,,,,,,"Marshall County",,40648,26858,0,26858,13790,0
"G1901290","2010","2","4","Iowa","19","Mills County","129",,,,,,,,,,,,,,"36540","99999","420",,,,,,,,,,,,,,"Mills County",,15059,6088,0,6088,8971,0
"G1901310","2010","2","4","Iowa","19","Mitchell County","131",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mitchell County",,10776,3535,0,3535,7241,0
"G1901330","2010","2","4","Iowa","19","Monona County","133",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Monona County",,9243,2662,0,2662,6581,0
"G1901350","2010","2","4","Iowa","19","Monroe County","135",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Monroe County",,7970,3573,0,3573,4397,0
"G1901370","2010","2","4","Iowa","19","Montgomery County","137",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Montgomery County",,10740,5597,0,5597,5143,0
"G1901390","2010","2","4","Iowa","19","Muscatine County","139",,,,,,,,,,,,,,"34700","99999","999",,,,,,,,,,,,,,"Muscatine County",,42745,31823,0,31823,10922,0
"G1901410","2010","2","4","Iowa","19","O'Brien County","141",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"O'Brien County",,14398,4856,0,4856,9542,0
"G1901430","2010","2","4","Iowa","19","Osceola County","143",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Osceola County",,6462,2690,0,2690,3772,0
"G1901450","2010","2","4","Iowa","19","Page County","145",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Page County",,15932,10618,0,10618,5314,0
"G1901470","2010","2","4","Iowa","19","Palo Alto County","147",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Palo Alto County",,9421,3628,0,3628,5793,0
"G1901490","2010","2","4","Iowa","19","Plymouth County","149",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Plymouth County",,24986,9260,23,9237,15726,0
"G1901510","2010","2","4","Iowa","19","Pocahontas County","151",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pocahontas County",,7310,0,0,0,7310,0
"G1901530","2010","2","4","Iowa","19","Polk County","153",,,,,,,,,,,,,,"19780","99999","218",,,,,,,,,,,,,,"Polk County",,430640,409501,406100,3401,21139,0
"G1901550","2010","2","4","Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,"36540","99999","420",,,,,,,,,,,,,,"Pottawattamie County",,93158,68546,68546,0,24612,0
"G1901570","2010","2","4","Iowa","19","Poweshiek County","157",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Poweshiek County",,18914,9080,0,9080,9834,0
"G1901590","2010","2","4","Iowa","19","Ringgold County","159",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Ringgold County",,5131,0,0,0,5131,0
"G1901610","2010","2","4","Iowa","19","Sac County","161",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sac County",,10350,0,0,0,10350,0
"G1901630","2010","2","4","Iowa","19","Scott County","163",,,,,,,,,,,,,,"19340","99999","999",,,,,,,,,,,,,,"Scott County",,165224,142901,142901,0,22323,0
"G1901650","2010","2","4","Iowa","19","Shelby County","165",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Shelby County",,12167,4934,0,4934,7233,0
"G1901670","2010","2","4","Iowa","19","Sioux County","167",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sioux County",,33704,16574,0,16574,17130,0
"G1901690","2010","2","4","Iowa","19","Story County","169",,,,,,,,,,,,,,"11180","99999","112",,,,,,,,,,,,,,"Story County",,89542,74378,60245,14133,15164,0
"G1901710","2010","2","4","Iowa","19","Tama County","171",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Tama County",,17767,4904,0,4904,12863,0
"G1901730","2010","2","4","Iowa","19","Taylor County","173",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Taylor County",,6317,0,0,0,6317,0
"G1901750","2010","2","4","Iowa","19","Union County","175",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Union County",,12534,7617,0,7617,4917,0
"G1901770","2010","2","4","Iowa","19","Van Buren County","177",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Van Buren County",,7570,0,0,0,7570,0
"G1901790","2010","2","4","Iowa","19","Wapello County","179",,,,,,,,,,,,,,"36900","99999","999",,,,,,,,,,,,,,"Wapello County",,35625,24771,0,24771,10854,0
"G1901810","2010","2","4","Iowa","19","Warren County","181",,,,,,,,,,,,,,"19780","99999","218",,,,,,,,,,,,,,"Warren County",,46225,26831,8861,17970,19394,0
"G1901830","2010","2","4","Iowa","19","Washington County","183",,,,,,,,,,,,,,"26980","99999","999",,,,,,,,,,,,,,"Washington County",,21704,6628,0,6628,15076,0
"G1901850","2010","2","4","Iowa","19","Wayne County","185",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wayne County",,6403,0,0,0,6403,0
"G1901870","2010","2","4","Iowa","19","Webster County","187",,,,,,,,,,,,,,"22700","99999","999",,,,,,,,,,,,,,"Webster County",,38013,25122,0,25122,12891,0
"G1901890","2010","2","4","Iowa","19","Winnebago County","189",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Winnebago County",,10866,3681,0,3681,7185,0
"G1901910","2010","2","4","Iowa","19","Winneshiek County","191",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Winneshiek County",,21056,8637,0,8637,12419,0
"G1901930","2010","2","4","Iowa","19","Woodbury County","193",,,,,,,,,,,,,,"43580","99999","512",,,,,,,,,,,,,,"Woodbury County",,102172,84336,84336,0,17836,0
"G1901950","2010","2","4","Iowa","19","Worth County","195",,,,,,,,,,,,,,"32380","99999","999",,,,,,,,,,,,,,"Worth County",,7598,0,0,0,7598,0
"G1901970","2010","2","4","Iowa","19","Wright County","197",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wright County",,13229,5715,0,5715,7514,0
"G2000010","2010","2","4","Kansas","20","Allen County","001",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Allen County",,13371,5729,0,5729,7642,0
"G2000030","2010","2","4","Kansas","20","Anderson County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Anderson County",,8102,3336,0,3336,4766,0
"G2000050","2010","2","4","Kansas","20","Atchison County","005",,,,,,,,,,,,,,"11860","99999","312",,,,,,,,,,,,,,"Atchison County",,16924,11144,0,11144,5780,0
"G2000070","2010","2","4","Kansas","20","Barber County","007",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Barber County",,4861,0,0,0,4861,0
"G2000090","2010","2","4","Kansas","20","Barton County","009",,,,,,,,,,,,,,"24460","99999","999",,,,,,,,,,,,,,"Barton County",,27674,18886,0,18886,8788,0
"G2000110","2010","2","4","Kansas","20","Bourbon County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bourbon County",,15173,7895,0,7895,7278,0
"G2000130","2010","2","4","Kansas","20","Brown County","013",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Brown County",,9984,3151,0,3151,6833,0
"G2000150","2010","2","4","Kansas","20","Butler County","015",,,,,,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Butler County",,65880,39216,11492,27724,26664,0
"G2000170","2010","2","4","Kansas","20","Chase County","017",,,,,,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Chase County",,2790,0,0,0,2790,0
"G2000190","2010","2","4","Kansas","20","Chautauqua County","019",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Chautauqua County",,3669,0,0,0,3669,0
"G2000210","2010","2","4","Kansas","20","Cherokee County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cherokee County",,21603,11004,0,11004,10599,0
"G2000230","2010","2","4","Kansas","20","Cheyenne County","023",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cheyenne County",,2726,0,0,0,2726,0
"G2000250","2010","2","4","Kansas","20","Clark County","025",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Clark County",,2215,0,0,0,2215,0
"G2000270","2010","2","4","Kansas","20","Clay County","027",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Clay County",,8535,4307,0,4307,4228,0
"G2000290","2010","2","4","Kansas","20","Cloud County","029",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cloud County",,9533,5340,0,5340,4193,0
"G2000310","2010","2","4","Kansas","20","Coffey County","031",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Coffey County",,8601,2503,0,2503,6098,0
"G2000330","2010","2","4","Kansas","20","Comanche County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Comanche County",,1891,0,0,0,1891,0
"G2000350","2010","2","4","Kansas","20","Cowley County","035",,,,,,,,,,,,,,"49060","99999","556",,,,,,,,,,,,,,"Cowley County",,36311,25055,0,25055,11256,0
"G2000370","2010","2","4","Kansas","20","Crawford County","037",,,,,,,,,,,,,,"38260","99999","999",,,,,,,,,,,,,,"Crawford County",,39134,25465,0,25465,13669,0
"G2000390","2010","2","4","Kansas","20","Decatur County","039",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Decatur County",,2961,0,0,0,2961,0
"G2000410","2010","2","4","Kansas","20","Dickinson County","041",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dickinson County",,19754,7054,0,7054,12700,0
"G2000430","2010","2","4","Kansas","20","Doniphan County","043",,,,,,,,,,,,,,"41140","99999","999",,,,,,,,,,,,,,"Doniphan County",,7945,2368,2368,0,5577,0
"G2000450","2010","2","4","Kansas","20","Douglas County","045",,,,,,,,,,,,,,"29940","99999","999",,,,,,,,,,,,,,"Douglas County",,110826,98621,88053,10568,12205,0
"G2000470","2010","2","4","Kansas","20","Edwards County","047",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Edwards County",,3037,0,0,0,3037,0
